,Customer ID,Age,Gender,Loyalty Member,Product Type,ProductTypeID,SKU,Rating,Order Status,StatusID,Payment Method,PaymentMethodID,Total Price,Unit Price,Quantity,DateKey,Shipping Type,ShippingTypeID,Add-ons Purchased,Add-on Total,Total Order Price
30,1028,79,Female,No,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,6758.64,844.83,8,20231130,Overnight,2,,0.0,6758.64
31,1030,69,Male,No,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,4224.15,844.83,5,20240227,Express,3,"Accessory,Impulse Item,Accessory",46.03,4270.179999999999
32,1031,20,Female,No,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,5913.81,844.83,7,20240121,Express,3,,0.0,5913.81
33,1031,20,Female,No,Smartphone,1,SKU1001,5,Completed,2,Debit Card,4,103.75,20.75,5,20240903,Overnight,2,"Accessory,Accessory",17.79,121.53999999999999
34,1033,54,Female,No,Tablet,2,SKU1002,3,Completed,2,Debit Card,4,988.12,247.03,4,20231130,Overnight,2,,0.0,988.12
35,1033,54,Female,No,Smartphone,1,SKU1004,2,Completed,2,Debit Card,4,3164.76,791.19,4,20240112,Standard,1,"Accessory,Accessory",49.24,3214.0
36,1035,32,Female,No,Smartphone,1,SKU1001,5,Completed,2,Cash,3,186.75,20.75,9,20230924,Standard,1,,0.0,186.75
37,1035,32,Female,Yes,Smartphone,1,SKU1001,5,Completed,2,Cash,3,62.25,20.75,3,20240325,Standard,1,"Accessory,Accessory",33.56,95.81
38,1036,60,Male,Yes,Smartphone,1,SKU1004,2,Cancelled,1,Debit Card,4,3955.95,791.19,5,20231012,Standard,1,"Extended Warranty,Impulse Item",56.62,4012.5699999999997
39,1036,60,Male,Yes,Smartphone,1,SKU1004,2,Cancelled,1,PayPal,2,791.19,791.19,1,20240128,Express,3,,0.0,791.19
40,1038,56,Female,No,Smartwatch,4,SKU1003,3,Completed,2,PayPal,2,4224.15,844.83,5,20240708,Overnight,2,Extended Warranty,10.0,4234.15
41,1038,56,Female,Yes,Smartwatch,4,SKU1003,3,Completed,2,Cash,3,5068.98,844.83,6,20240729,Standard,1,,0.0,5068.98
42,1038,56,Female,No,Smartphone,1,SKU1001,5,Completed,2,Debit Card,4,145.25,20.75,7,20240817,Express,3,"Accessory,Extended Warranty",47.94,193.19
43,1038,56,Female,No,Smartphone,1,SKU1004,2,Completed,2,Debit Card,4,5538.33,791.19,7,20240923,Overnight,2,"Extended Warranty,Accessory",26.01,5564.34
44,1039,53,Female,No,Tablet,2,SKU1002,3,Completed,2,Credit Card,1,1729.21,247.03,7,20240831,Standard,1,,0.0,1729.21
45,1040,45,Female,Yes,Smartphone,1,SKU1004,2,Completed,2,Credit Card,1,6329.52,791.19,8,20231016,Standard,1,"Accessory,Extended Warranty,Extended Warranty",92.79,6422.31
46,1042,65,Female,No,Smartphone,1,SKU1001,5,Cancelled,1,Credit Card,1,145.25,20.75,7,20240626,Overnight,2,"Impulse Item,Impulse Item",53.02,198.27
47,1042,65,Female,No,Smartwatch,4,SKU1003,3,Completed,2,Cash,3,5913.81,844.83,7,20240716,Overnight,2,"Impulse Item,Accessory,Extended Warranty",111.25,6025.06
48,1043,76,Male,No,Smartphone,1,SKU1001,5,Completed,2,Debit Card,4,207.5,20.75,10,20240305,Overnight,2,,0.0,207.5
49,1047,73,Male,No,Tablet,2,SKU1002,3,Completed,2,Debit Card,4,2470.3,247.03,10,20231211,Express,3,"Accessory,Impulse Item",63.23,2533.53
50,1048,67,Female,No,Tablet,2,SKU1002,3,Cancelled,1,Debit Card,4,2470.3,247.03,10,20231028,Express,3,,0.0,2470.3
51,1049,50,Female,No,Smartphone,1,SKU1001,5,Completed,2,PayPal,2,145.25,20.75,7,20240625,Standard,1,"Accessory,Impulse Item,Accessory",86.36,231.61
52,1052,72,Male,No,Smartwatch,4,SKU1003,3,Cancelled,1,Cash,3,5068.98,844.83,6,20240803,Standard,1,Accessory,45.46,5114.44
53,1053,79,Female,No,Laptop,3,SKU1005,3,Completed,2,Debit Card,4,4175.64,463.96,9,20231220,Standard,1,"Impulse Item,Impulse Item,Accessory",88.3,4263.9400000000005
54,1054,30,Female,Yes,Smartphone,1,SKU1001,5,Completed,2,PayPal,2,62.25,20.75,3,20240508,Standard,1,"Impulse Item,Extended Warranty,Impulse Item",79.9,142.15
55,1056,24,Female,No,Laptop,3,SKU1005,3,Completed,2,Credit Card,1,1855.84,463.96,4,20240427,Overnight,2,"Accessory,Extended Warranty",41.24,1897.08
56,1057,71,Female,No,Smartwatch,4,SKU1003,3,Cancelled,1,PayPal,2,7603.47,844.83,9,20231022,Express,3,,0.0,7603.47
57,1057,71,Female,No,Tablet,2,SKU1002,3,Cancelled,1,Debit Card,4,1482.18,247.03,6,20240328,Express,3,"Extended Warranty,Accessory,Impulse Item",116.77,1598.95
58,1058,21,Female,No,Smartphone,1,SKU1001,5,Completed,2,PayPal,2,166.0,20.75,8,20240612,Overnight,2,"Impulse Item,Accessory,Accessory",92.57,258.57
59,1058,21,Female,No,Smartphone,1,SKU1004,2,Cancelled,1,Credit Card,1,3955.95,791.19,5,20240708,Express,3,,0.0,3955.95
60,1059,37,Male,No,Laptop,3,SKU1005,3,Completed,2,PayPal,2,3247.72,463.96,7,20240222,Overnight,2,"Extended Warranty,Extended Warranty",66.17,3313.89
61,1059,37,Male,No,Laptop,3,SKU1005,3,Completed,2,Debit Card,4,463.96,463.96,1,20240627,Express,3,Extended Warranty,5.52,469.47999999999996
62,1060,72,Male,Yes,Laptop,3,SKU1005,3,Completed,2,Credit Card,1,1855.84,463.96,4,20230928,Standard,1,"Accessory,Impulse Item,Extended Warranty",52.01,1907.85
63,1060,72,Male,Yes,Tablet,2,SKU1002,3,Completed,2,PayPal,2,1482.18,247.03,6,20231207,Overnight,2,Impulse Item,31.89,1514.0700000000002
64,1060,72,Male,No,Smartphone,1,SKU1004,2,Completed,2,PayPal,2,1582.38,791.19,2,20240129,Overnight,2,Impulse Item,49.59,1631.97
65,1061,56,Male,Yes,Tablet,2,SKU1002,3,Completed,2,Cash,3,1976.24,247.03,8,20231025,Standard,1,Impulse Item,14.49,1990.73
66,1061,56,Male,No,Laptop,3,SKU1005,3,Completed,2,PayPal,2,463.96,463.96,1,20240521,Express,3,"Impulse Item,Accessory",83.41,547.37
67,1062,62,Male,No,Smartphone,1,SKU1004,2,Completed,2,Debit Card,4,6329.52,791.19,8,20240323,Standard,1,"Impulse Item,Extended Warranty",26.24,6355.76
68,1063,64,Male,Yes,Laptop,3,SKU1005,3,Completed,2,PayPal,2,1855.84,463.96,4,20240425,Standard,1,,0.0,1855.84
69,1063,64,Male,No,Smartphone,1,SKU1004,2,Cancelled,1,Credit Card,1,2373.57,791.19,3,20240708,Express,3,Extended Warranty,6.47,2380.04
70,1066,44,Female,No,Smartphone,1,SKU1004,2,Cancelled,1,PayPal,2,2373.57,791.19,3,20240228,Standard,1,"Accessory,Extended Warranty,Impulse Item",43.16,2416.73
71,1066,44,Female,No,Smartphone,1,SKU1004,2,Completed,2,Credit Card,1,2373.57,791.19,3,20240713,Overnight,2,"Extended Warranty,Impulse Item",40.68,2414.25
72,1067,49,Male,No,Tablet,2,SKU1002,3,Cancelled,1,PayPal,2,1729.21,247.03,7,20231017,Standard,1,,0.0,1729.21
73,1067,49,Male,No,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,1689.66,844.83,2,20231230,Standard,1,"Impulse Item,Accessory,Impulse Item",81.55,1771.21
74,1069,27,Male,No,Smartphone,1,SKU1001,5,Completed,2,Cash,3,145.25,20.75,7,20240521,Standard,1,"Accessory,Extended Warranty",96.61,241.86
75,1070,30,Male,No,Smartphone,1,SKU1001,5,Cancelled,1,PayPal,2,62.25,20.75,3,20231129,Standard,1,Extended Warranty,6.3,68.55
76,1071,54,Female,No,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,7603.47,844.83,9,20240617,Overnight,2,,0.0,7603.47
77,1073,46,Female,No,Tablet,2,SKU1002,3,Completed,2,Cash,3,2223.27,247.03,9,20240711,Standard,1,Accessory,8.66,2231.93
78,1073,46,Female,Yes,Tablet,2,SKU1002,3,Completed,2,Credit Card,1,1976.24,247.03,8,20240912,Express,3,Extended Warranty,46.38,2022.6200000000001
79,1074,58,Male,No,Smartwatch,4,SKU1003,3,Completed,2,Cash,3,7603.47,844.83,9,20231106,Standard,1,"Accessory,Impulse Item",58.95,7662.42
80,1077,26,Male,No,Smartphone,1,SKU1004,2,Completed,2,Cash,3,2373.57,791.19,3,20231226,Express,3,Extended Warranty,12.28,2385.8500000000004
81,1077,26,Male,No,Tablet,2,SKU1002,3,Completed,2,Cash,3,1482.18,247.03,6,20240514,Overnight,2,"Impulse Item,Accessory",12.86,1495.04
82,1079,64,Male,No,Smartphone,1,SKU1001,5,Completed,2,PayPal,2,41.5,20.75,2,20231024,Standard,1,Impulse Item,25.61,67.11
83,1079,64,Male,Yes,Smartphone,1,SKU1004,2,Completed,2,PayPal,2,3164.76,791.19,4,20240912,Overnight,2,Impulse Item,8.16,3172.92
84,1079,64,Male,No,Smartphone,1,SKU1004,2,Completed,2,Debit Card,4,2373.57,791.19,3,20240915,Overnight,2,"Extended Warranty,Accessory,Extended Warranty",101.06,2474.63
85,1080,55,Female,No,Smartphone,1,SKU1004,2,Cancelled,1,PayPal,2,3164.76,791.19,4,20240103,Standard,1,,0.0,3164.76
86,1080,55,Female,No,Tablet,2,SKU1002,3,Completed,2,Credit Card,1,247.03,247.03,1,20240818,Express,3,Impulse Item,16.65,263.68
87,1083,24,Male,No,Smartwatch,4,SKU1003,3,Completed,2,Credit Card,1,3379.32,844.83,4,20240729,Overnight,2,,0.0,3379.32
88,1085,74,Male,No,Smartphone,1,SKU1001,5,Completed,2,Cash,3,20.75,20.75,1,20231011,Express,3,"Impulse Item,Impulse Item,Extended Warranty",91.36,112.11
89,1085,74,Male,No,Tablet,2,SKU1002,3,Completed,2,Cash,3,741.09,247.03,3,20240502,Overnight,2,Extended Warranty,10.04,751.13
90,1086,76,Male,No,Smartphone,1,SKU1001,5,Completed,2,PayPal,2,166.0,20.75,8,20240701,Overnight,2,Accessory,25.72,191.72
91,1089,45,Male,No,Smartphone,1,SKU1004,2,Completed,2,Debit Card,4,3955.95,791.19,5,20240809,Express,3,,0.0,3955.95
92,1090,31,Male,No,Tablet,2,SKU1002,3,Cancelled,1,Debit Card,4,741.09,247.03,3,20240504,Express,3,Extended Warranty,22.88,763.97
93,1091,22,Male,Yes,Smartwatch,4,SKU1003,3,Cancelled,1,Credit Card,1,1689.66,844.83,2,20240322,Express,3,"Impulse Item,Extended Warranty",14.52,1704.18
94,1093,56,Female,No,Smartphone,1,SKU1004,2,Completed,2,Credit Card,1,7120.71,791.19,9,20240427,Express,3,Impulse Item,29.11,7149.82
95,1094,65,Male,No,Smartphone,1,SKU1001,5,Completed,2,Debit Card,4,20.75,20.75,1,20240507,Overnight,2,,0.0,20.75
96,1096,20,Female,Yes,Smartphone,1,SKU1001,5,Completed,2,PayPal,2,41.5,20.75,2,20231213,Standard,1,Accessory,27.89,69.39
97,1096,20,Female,No,Laptop,3,SKU1005,3,Completed,2,Cash,3,4639.6,463.96,10,20240515,Overnight,2,"Extended Warranty,Extended Warranty",85.32,4724.92
98,1097,19,Male,No,Tablet,2,SKU1002,3,Completed,2,PayPal,2,988.12,247.03,4,20240325,Express,3,"Accessory,Accessory",51.12,1039.24
99,1099,68,Female,No,Smartphone,1,SKU1004,2,Cancelled,1,Credit Card,1,1582.38,791.19,2,20231009,Standard,1,"Impulse Item,Extended Warranty,Impulse Item",100.12,1682.5
100,1099,68,Female,No,Laptop,3,SKU1005,3,Cancelled,1,PayPal,2,1391.88,463.96,3,20240531,Overnight,2,,0.0,1391.88
101,1100,63,Female,Yes,Tablet,2,SKU1002,3,Completed,2,Credit Card,1,741.09,247.03,3,20240229,Express,3,Extended Warranty,35.79,776.88
102,1100,63,Female,Yes,Smartwatch,4,SKU1003,3,Completed,2,Credit Card,1,3379.32,844.83,4,20240519,Overnight,2,"Impulse Item,Impulse Item,Extended Warranty",48.78,3428.1000000000004
103,1101,33,Female,Yes,Smartphone,1,SKU1001,5,Completed,2,Cash,3,207.5,20.75,10,20231009,Standard,1,"Accessory,Accessory",88.38,295.88
104,1101,33,Female,No,Smartphone,1,SKU1004,2,Cancelled,1,Credit Card,1,791.19,791.19,1,20231025,Overnight,2,Impulse Item,32.35,823.5400000000001
105,1101,33,Female,No,Smartphone,1,SKU1001,5,Completed,2,Cash,3,41.5,20.75,2,20240523,Overnight,2,"Impulse Item,Extended Warranty,Impulse Item",125.35,166.85
106,1101,33,Female,No,Smartphone,1,SKU1001,5,Completed,2,PayPal,2,62.25,20.75,3,20240723,Express,3,"Impulse Item,Accessory",77.61,139.86
107,1102,55,Male,No,Smartphone,1,SKU1001,5,Cancelled,1,PayPal,2,166.0,20.75,8,20240806,Express,3,,0.0,166.0
108,1105,42,Female,No,Tablet,2,SKU1002,3,Completed,2,Debit Card,4,1482.18,247.03,6,20240920,Overnight,2,"Impulse Item,Accessory,Extended Warranty",102.0,1584.18
109,1109,37,Female,No,Laptop,3,SKU1005,3,Cancelled,1,Debit Card,4,1855.84,463.96,4,20240325,Overnight,2,"Accessory,Impulse Item,Accessory",104.93,1960.77
110,1109,37,Female,Yes,Smartphone,1,SKU1001,5,Completed,2,Debit Card,4,186.75,20.75,9,20240713,Overnight,2,Accessory,42.66,229.41
111,1110,76,Male,No,Smartphone,1,SKU1001,5,Completed,2,Credit Card,1,207.5,20.75,10,20240711,Express,3,,0.0,207.5
112,1112,58,Female,No,Tablet,2,SKU1002,3,Completed,2,PayPal,2,2223.27,247.03,9,20240215,Overnight,2,"Accessory,Accessory",63.79,2287.06
113,1112,58,Female,No,Tablet,2,SKU1002,3,Completed,2,PayPal,2,2223.27,247.03,9,20240619,Express,3,"Extended Warranty,Extended Warranty",48.57,2271.84
114,1114,25,Female,No,Smartphone,1,SKU1004,2,Completed,2,PayPal,2,4747.14,791.19,6,20240131,Overnight,2,"Impulse Item,Extended Warranty,Extended Warranty",71.97,4819.110000000001
115,1115,31,Female,No,Smartphone,1,SKU1004,2,Cancelled,1,Cash,3,791.19,791.19,1,20231230,Overnight,2,"Impulse Item,Accessory",53.95,845.1400000000001
116,1115,31,Female,Yes,Smartwatch,4,SKU1003,3,Completed,2,PayPal,2,844.83,844.83,1,20240604,Overnight,2,,0.0,844.83
117,1115,31,Female,No,Tablet,2,SKU1002,3,Completed,2,Debit Card,4,247.03,247.03,1,20240910,Standard,1,,0.0,247.03
118,1116,55,Female,No,Laptop,3,SKU1005,3,Cancelled,1,PayPal,2,4175.64,463.96,9,20240110,Overnight,2,Extended Warranty,15.85,4191.490000000001
119,1116,55,Female,No,Laptop,3,SKU1005,3,Completed,2,Cash,3,4175.64,463.96,9,20240520,Express,3,,0.0,4175.64
120,1117,34,Female,No,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,1689.66,844.83,2,20240306,Overnight,2,"Impulse Item,Accessory",48.25,1737.91
121,1119,24,Male,No,Tablet,2,SKU1002,3,Completed,2,Credit Card,1,1482.18,247.03,6,20240112,Standard,1,"Accessory,Impulse Item",65.34,1547.52
122,1120,40,Female,Yes,Smartphone,1,SKU1001,5,Completed,2,Debit Card,4,186.75,20.75,9,20231213,Express,3,Extended Warranty,48.52,235.27
123,1120,40,Female,No,Smartphone,1,SKU1001,5,Cancelled,1,Credit Card,1,103.75,20.75,5,20240225,Express,3,,0.0,103.75
124,1122,69,Male,Yes,Smartphone,1,SKU1004,2,Cancelled,1,PayPal,2,5538.33,791.19,7,20240915,Express,3,,0.0,5538.33
125,1123,79,Male,Yes,Smartwatch,4,SKU1003,3,Cancelled,1,Credit Card,1,6758.64,844.83,8,20240409,Overnight,2,"Extended Warranty,Accessory",54.15,6812.79
126,1123,79,Male,Yes,Smartphone,1,SKU1004,2,Completed,2,Debit Card,4,791.19,791.19,1,20240812,Standard,1,Accessory,5.86,797.0500000000001
127,1124,24,Female,No,Laptop,3,SKU1005,3,Completed,2,Credit Card,1,1855.84,463.96,4,20240212,Overnight,2,,0.0,1855.84
128,1124,24,Female,Yes,Laptop,3,SKU1005,3,Completed,2,Debit Card,4,3711.68,463.96,8,20240226,Standard,1,"Extended Warranty,Accessory,Extended Warranty",85.04,3796.72
129,1124,24,Female,No,Smartphone,1,SKU1004,2,Completed,2,PayPal,2,3164.76,791.19,4,20240905,Overnight,2,"Impulse Item,Extended Warranty,Impulse Item",104.82,3269.5800000000004
130,1125,46,Male,No,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,5913.81,844.83,7,20240108,Express,3,,0.0,5913.81
131,1125,46,Male,No,Laptop,3,SKU1005,3,Completed,2,Cash,3,3711.68,463.96,8,20240824,Standard,1,"Impulse Item,Impulse Item,Accessory",67.21,3778.89
132,1127,80,Male,No,Smartwatch,4,SKU1003,3,Completed,2,PayPal,2,6758.64,844.83,8,20231206,Express,3,"Impulse Item,Impulse Item",65.02,6823.660000000001
133,1127,80,Male,No,Smartphone,1,SKU1001,5,Cancelled,1,PayPal,2,166.0,20.75,8,20240322,Express,3,"Extended Warranty,Accessory,Accessory",63.03,229.03
134,1129,36,Female,Yes,Smartphone,1,SKU1001,5,Cancelled,1,Cash,3,20.75,20.75,1,20231209,Overnight,2,,0.0,20.75
135,1130,75,Female,Yes,Smartphone,1,SKU1004,2,Completed,2,Debit Card,4,4747.14,791.19,6,20231104,Express,3,"Impulse Item,Extended Warranty",46.92,4794.06
136,1132,18,Female,Yes,Smartphone,1,SKU1001,5,Completed,2,Cash,3,124.5,20.75,6,20240502,Standard,1,"Extended Warranty,Extended Warranty",48.93,173.43
137,1133,25,Male,No,Laptop,3,SKU1005,3,Completed,2,Cash,3,1391.88,463.96,3,20240327,Express,3,Accessory,39.14,1431.0200000000002
138,1133,25,Male,Yes,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,6758.64,844.83,8,20240706,Standard,1,"Extended Warranty,Extended Warranty,Impulse Item",81.34,6839.9800000000005
139,1134,23,Male,Yes,Smartphone,1,SKU1004,2,Completed,2,PayPal,2,6329.52,791.19,8,20231201,Express,3,"Extended Warranty,Impulse Item",68.66,6398.18
140,1134,23,Male,No,Laptop,3,SKU1005,3,Completed,2,Debit Card,4,927.92,463.96,2,20231222,Overnight,2,"Impulse Item,Extended Warranty",43.76,971.68
141,1134,23,Male,No,Laptop,3,SKU1005,3,Cancelled,1,Debit Card,4,3711.68,463.96,8,20240610,Express,3,"Extended Warranty,Extended Warranty,Extended Warranty",102.64,3814.3199999999997
142,1134,23,Male,No,Smartphone,1,SKU1004,2,Completed,2,PayPal,2,7120.71,791.19,9,20240722,Standard,1,,0.0,7120.71
143,1136,20,Female,No,Smartwatch,4,SKU1003,3,Completed,2,Credit Card,1,844.83,844.83,1,20231214,Overnight,2,Accessory,41.06,885.8900000000001
144,1139,56,Female,No,Smartphone,1,SKU1004,2,Cancelled,1,Debit Card,4,6329.52,791.19,8,20240921,Overnight,2,"Extended Warranty,Extended Warranty,Accessory",46.71,6376.2300000000005
145,1141,61,Male,No,Smartphone,1,SKU1001,5,Completed,2,PayPal,2,20.75,20.75,1,20231202,Express,3,Extended Warranty,11.92,32.67
146,1141,61,Male,No,Laptop,3,SKU1005,3,Completed,2,Credit Card,1,1391.88,463.96,3,20231230,Standard,1,Impulse Item,42.12,1434.0
147,1141,61,Male,No,Laptop,3,SKU1005,3,Completed,2,Debit Card,4,3711.68,463.96,8,20240414,Standard,1,"Impulse Item,Extended Warranty",60.23,3771.91
148,1142,63,Female,No,Laptop,3,SKU1005,3,Completed,2,Cash,3,4175.64,463.96,9,20231026,Standard,1,Accessory,33.15,4208.79
149,1143,27,Female,No,Smartwatch,4,SKU1003,3,Completed,2,Cash,3,3379.32,844.83,4,20231206,Express,3,,0.0,3379.32
150,1144,42,Male,No,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,844.83,844.83,1,20240226,Overnight,2,"Extended Warranty,Accessory",89.92,934.75
151,1145,75,Female,No,Smartphone,1,SKU1001,5,Completed,2,Cash,3,83.0,20.75,4,20240119,Overnight,2,Extended Warranty,16.42,99.42
152,1145,75,Female,No,Smartphone,1,SKU1001,5,Completed,2,PayPal,2,62.25,20.75,3,20240523,Express,3,Extended Warranty,23.28,85.53
153,1145,75,Female,No,Smartwatch,4,SKU1003,3,Cancelled,1,Debit Card,4,5068.98,844.83,6,20240913,Express,3,Extended Warranty,12.0,5080.98
154,1147,24,Male,Yes,Smartwatch,4,SKU1003,3,Completed,2,Cash,3,8448.3,844.83,10,20240719,Overnight,2,"Impulse Item,Accessory,Accessory",85.51,8533.81
155,1148,77,Female,Yes,Tablet,2,SKU1002,3,Completed,2,Cash,3,2470.3,247.03,10,20240305,Standard,1,,0.0,2470.3
156,1148,77,Female,No,Laptop,3,SKU1005,3,Cancelled,1,Credit Card,1,927.92,463.96,2,20240314,Standard,1,,0.0,927.92
157,1148,77,Female,No,Smartphone,1,SKU1004,2,Completed,2,PayPal,2,3955.95,791.19,5,20240817,Standard,1,"Impulse Item,Impulse Item,Extended Warranty",102.68,4058.6299999999997
158,1149,60,Male,No,Smartwatch,4,SKU1003,3,Completed,2,Debit Card,4,3379.32,844.83,4,20231030,Overnight,2,"Extended Warranty,Accessory,Impulse Item",46.83,3426.15
159,1149,60,Male,No,Smartphone,1,SKU1001,5,Cancelled,1,PayPal,2,103.75,20.75,5,20240706,Express,3,Impulse Item,35.49,139.24
160,1149,60,Male,Yes,Smartphone,1,SKU1001,5,Completed,2,Credit Card,1,83.0,20.75,4,20240811,Express,3,"Accessory,Extended Warranty,Accessory",90.09,173.09
161,1150,21,Male,No,Smartphone,1,SKU1004,2,Completed,2,Debit Card,4,5538.33,791.19,7,20240316,Express,3,Accessory,35.65,5573.98
162,1151,19,Female,No,Tablet,2,SKU1002,3,Completed,2,PayPal,2,1235.15,247.03,5,20240410,Express,3,"Impulse Item,Impulse Item",76.73,1311.88
163,1151,19,Female,No,Smartphone,1,SKU1001,5,Cancelled,1,Cash,3,166.0,20.75,8,20240718,Express,3,,0.0,166.0
164,1152,45,Female,No,Smartphone,1,SKU1001,5,Completed,2,Cash,3,124.5,20.75,6,20240210,Express,3,"Impulse Item,Impulse Item,Accessory",66.83,191.32999999999998
165,1154,70,Female,No,Laptop,3,SKU1005,3,Completed,2,Credit Card,1,463.96,463.96,1,20240909,Overnight,2,,0.0,463.96
